Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Data Science,Troubleshooting skills,Role,Technical_Score,Management_Score,Role_Encoded
6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Cyber Security Specialist,6.0,6.0,4
4.0,0.0,4.0,4.0,5.0,6.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,Networking Engineer,4.5,2.6666666666666665,11
6.0,6.0,6.0,5.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,Cyber Security Specialist,6.0,2.0,4
3.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,3.0,0.0,3.0,3.0,Technical Writer,3.1666666666666665,1.6666666666666667,14
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,Software tester,6.0,6.0,13
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,Helpdesk Engineer,6.0,6.0,9
3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,Networking Engineer,2.5,2.0,11
2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,5.0,2.0,2.0,2.0,Software tester,2.3333333333333335,1.3333333333333333,13
6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,5.0,6.0,6.0,6.0,Software tester,6.0,6.0,13
6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Customer Service Executive,6.0,6.0,3
3.0,3.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,0.0,4.0,Business Analyst,2.6666666666666665,3.6666666666666665,2
3.0,3.0,0.0,3.0,3.0,5.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Software Developer,2.8333333333333335,3.3333333333333335,12
4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,5.0,4.0,4.0,0.0,4.0,AI ML Specialist,3.5,1.3333333333333333,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,AI ML Specialist,1.5,0.0,0
0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Graphics Designer,5.0,6.0,7
4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,3.0,Data Scientist,4.166666666666667,1.3333333333333333,5
3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,Networking Engineer,3.0,3.3333333333333335,11
2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,AI ML Specialist,1.6666666666666667,1.3333333333333333,0
5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Database Administrator,2.5,2.0,6
3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,5.0,3.0,3.0,3.0,0.0,3.0,3.0,Information Security Specialist,3.0,1.0,10
4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,API Specialist,4.166666666666667,3.6666666666666665,1
6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Graphics Designer,5.666666666666667,6.0,7
3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,3.0,Data Scientist,3.5,2.0,5
2.0,2.0,1.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Cyber Security Specialist,1.6666666666666667,1.3333333333333333,4
2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,Data Scientist,2.5,2.0,5
6.0,6.0,6.0,0.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,API Specialist,5.833333333333333,6.0,1
2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,5.0,0.0,2.0,Business Analyst,1.3333333333333333,3.0,2
4.0,4.0,6.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,Graphics Designer,3.1666666666666665,2.6666666666666665,7
1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,Software tester,0.6666666666666666,1.0,13
1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,API Specialist,1.6666666666666667,0.6666666666666666,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,4.0,Business Analyst,1.0,2.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,AI ML Specialist,0.8333333333333334,0.0,0
6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,0.0,6.0,Cyber Security Specialist,5.0,4.666666666666667,4
0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,Database Administrator,5.0,4.0,6
1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,Business Analyst,1.3333333333333333,2.3333333333333335,2
2.0,5.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,Hardware Engineer,1.3333333333333333,2.0,8
6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,Technical Writer,5.666666666666667,5.666666666666667,14
5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Database Administrator,2.5,2.0,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,Data Scientist,1.5,1.0,5
3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Hardware Engineer,2.5,3.0,8
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,Technical Writer,1.0,2.3333333333333335,14
0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,Data Scientist,1.8333333333333333,1.0,5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Database Administrator,0.6666666666666666,0.6666666666666666,6
4.0,4.0,4.0,3.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,Data Scientist,3.0,4.0,5
4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,API Specialist,4.166666666666667,2.6666666666666665,1
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,AI ML Specialist,1.6666666666666667,1.0,0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Database Administrator,0.8333333333333334,0.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,Helpdesk Engineer,1.0,0.0,9
6.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Hardware Engineer,6.0,4.0,8
5.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,Database Administrator,3.8333333333333335,4.0,6
0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,5.0,Helpdesk Engineer,3.3333333333333335,4.0,9
6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,5.0,6.0,6.0,6.0,Software tester,6.0,4.0,13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,Business Analyst,1.0,2.0,2
2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,Software tester,3.5,4.0,13
3.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,5.0,3.0,Data Scientist,3.3333333333333335,2.3333333333333335,5
1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,Hardware Engineer,0.8333333333333334,0.6666666666666666,8
4.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,API Specialist,3.3333333333333335,4.0,1
4.0,4.0,4.0,4.0,0.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,Data Scientist,3.8333333333333335,3.6666666666666665,5
3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,Graphics Designer,2.6666666666666665,3.0,7
4.0,0.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,4.0,Networking Engineer,3.6666666666666665,2.3333333333333335,11
3.0,3.0,3.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,4.0,1.0,Cyber Security Specialist,3.3333333333333335,1.0,4
3.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Cyber Security Specialist,3.5,3.0,4
3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,API Specialist,3.3333333333333335,4.0,1
0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hardware Engineer,1.0,0.0,8
2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,Helpdesk Engineer,2.0,0.0,9
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,5.0,6.0,Data Scientist,5.833333333333333,4.666666666666667,5
4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Networking Engineer,3.3333333333333335,4.0,11
1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Networking Engineer,1.6666666666666667,0.6666666666666666,11
3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Customer Service Executive,3.1666666666666665,2.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AI ML Specialist,0.0,0.0,0
3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Cyber Security Specialist,3.0,3.0,4
1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Software tester,0.8333333333333334,2.0,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,API Specialist,0.0,0.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Technical Writer,1.0,0.6666666666666666,14
0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,Helpdesk Engineer,1.5,4.0,9
3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Hardware Engineer,3.1666666666666665,3.3333333333333335,8
6.0,6.0,0.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,Networking Engineer,5.833333333333333,6.0,11
3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,Software Developer,3.5,3.0,12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Graphics Designer,0.8333333333333334,0.6666666666666666,7
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,Technical Writer,0.5,2.3333333333333335,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Software tester,0.0,0.0,13
1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,Business Analyst,1.0,2.0,2
0.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,Hardware Engineer,3.1666666666666665,2.6666666666666665,8
3.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,AI ML Specialist,4.0,2.6666666666666665,0
4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,Technical Writer,4.0,4.333333333333333,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,Information Security Specialist,0.0,0.0,10
4.0,0.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Hardware Engineer,4.166666666666667,4.0,8
4.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,API Specialist,2.6666666666666665,3.0,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,Business Analyst,2.0,3.6666666666666665,2
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,6.0,6.0,Software tester,6.0,4.0,13
0.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,Networking Engineer,2.5,2.0,11
1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,Helpdesk Engineer,0.8333333333333334,1.0,9
6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,API Specialist,5.833333333333333,5.333333333333333,1
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Database Administrator,1.0,0.0,6
6.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,Software tester,4.0,6.0,13
2.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,API Specialist,2.0,2.0,1
3.0,0.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,AI ML Specialist,2.8333333333333335,3.3333333333333335,0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,0.0,Software tester,3.0,3.3333333333333335,13
6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,Information Security Specialist,6.0,6.0,10
3.0,3.0,3.0,4.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,Data Scientist,2.5,4.0,5
6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Graphics Designer,5.5,6.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,Technical Writer,0.0,1.6666666666666667,14
0.0,6.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,AI ML Specialist,2.8333333333333335,4.0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Hardware Engineer,0.0,0.0,8
0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Information Security Specialist,2.6666666666666665,4.0,10
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Data Scientist,0.5,0.6666666666666666,5
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,0.0,3.0,3.0,3.0,3.0,Technical Writer,2.5,3.6666666666666665,14
2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,API Specialist,2.1666666666666665,2.0,1
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,Database Administrator,1.5,1.0,6
6.0,2.0,6.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,Information Security Specialist,5.0,6.0,10
4.0,4.0,4.0,4.0,4.0,0.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,Data Scientist,3.8333333333333335,4.0,5
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,Graphics Designer,2.5,3.0,7
2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,Technical Writer,1.6666666666666667,2.3333333333333335,14
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,0.0,4.0,4.0,4.0,5.0,Helpdesk Engineer,3.3333333333333335,4.0,9
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,AI ML Specialist,0.8333333333333334,0.0,0
3.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Graphics Designer,3.0,3.0,7
0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,3.0,3.0,3.0,Cyber Security Specialist,1.5,3.0,4
0.0,5.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,Hardware Engineer,1.3333333333333333,1.3333333333333333,8
3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,4.0,4.0,3.0,3.0,AI ML Specialist,3.3333333333333335,3.3333333333333335,0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,5.0,2.0,4.0,0.0,4.0,AI ML Specialist,3.5,4.0,0
4.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,Software tester,2.8333333333333335,3.0,13
1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,Software Developer,2.0,1.0,12
6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Hardware Engineer,6.0,6.0,8
2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Cyber Security Specialist,2.0,2.0,4
5.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,Database Administrator,1.8333333333333333,1.3333333333333333,6
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,Database Administrator,2.5,0.6666666666666666,6
2.0,5.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Hardware Engineer,1.8333333333333333,2.0,8
3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Software Developer,2.1666666666666665,3.3333333333333335,12
2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,3.0,2.0,2.0,2.0,0.0,Information Security Specialist,2.1666666666666665,1.3333333333333333,10
1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Graphics Designer,1.0,2.6666666666666665,7
4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,API Specialist,3.1666666666666665,3.0,1
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Database Administrator,1.6666666666666667,0.6666666666666666,6
1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Cyber Security Specialist,0.8333333333333334,0.6666666666666666,4
6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,Cyber Security Specialist,6.0,6.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,AI ML Specialist,1.1666666666666667,0.0,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,Software tester,0.8333333333333334,1.0,13
6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,Cyber Security Specialist,5.5,6.0,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,5.0,2.0,Data Scientist,2.5,0.6666666666666666,5
2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,Cyber Security Specialist,2.1666666666666665,2.0,4
0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,2.0,2.0,2.0,Software tester,1.3333333333333333,1.3333333333333333,13
2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,Business Analyst,1.6666666666666667,3.0,2
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,Helpdesk Engineer,6.0,6.0,9
2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,Technical Writer,1.6666666666666667,2.3333333333333335,14
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,Information Security Specialist,1.6666666666666667,2.0,10
5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,Database Administrator,4.0,4.0,6
2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Software Developer,2.5,1.3333333333333333,12
4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,Business Analyst,3.8333333333333335,5.0,2
2.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Cyber Security Specialist,1.8333333333333333,2.0,4
3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,Business Analyst,5.5,5.666666666666667,2
6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,Networking Engineer,5.833333333333333,4.0,11
1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Software Developer,1.3333333333333333,0.3333333333333333,12
3.0,3.0,0.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Software Developer,3.3333333333333335,3.0,12
4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Graphics Designer,4.0,4.0,7
0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,Customer Service Executive,1.3333333333333333,2.6666666666666665,3
4.0,4.0,4.0,6.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Software tester,3.3333333333333335,4.0,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hardware Engineer,0.0,0.0,8
5.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,Database Administrator,3.8333333333333335,3.0,6
6.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,Hardware Engineer,5.0,6.0,8
0.0,0.0,4.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Software Developer,2.8333333333333335,4.0,12
2.0,2.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Software Developer,2.1666666666666665,1.3333333333333333,12
2.0,2.0,0.0,2.0,6.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,Software tester,2.6666666666666665,1.3333333333333333,13
4.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,5.0,4.0,4.0,4.0,Software tester,4.0,2.3333333333333335,13
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,AI ML Specialist,2.5,2.0,0
4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,AI ML Specialist,3.5,3.0,0
4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,Technical Writer,3.1666666666666665,3.6666666666666665,14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,Software tester,1.0,1.6666666666666667,13
3.0,3.0,3.0,3.0,0.0,4.0,3.0,2.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,Information Security Specialist,2.8333333333333335,2.6666666666666665,10
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,Helpdesk Engineer,1.6666666666666667,0.6666666666666666,9
